branch_code,branch_name,asset_no,description
0002,ท่าวัด,130000009395,"เครื่องปรับอากาศ YORK FLCN 60AVP 60,000BTU"
0002,ท่าวัด,130000009396,"เครื่องปรับอากาศ YORK FLCN 60AVP 60,000BTU"
0002,ท่าวัด,130000009397,"เครื่องปรับอากาศ YORK FLCN 60AVP 60,000BTU"
0002,ท่าวัด,130000009398,"เครื่องปรับอากาศ YORK FLCN 60AVP 60,000BTU"
0002,ท่าวัด,130000014535,ตู้แช่ Reach-in 3 Door SPM-1503
0002,ท่าวัด,130000014536,ตู้แช่ Reach-in 3 Door SPM-1503
0002,ท่าวัด,130000025411,ตู้แช่น้ำแข็ง Chest Freezer SNG-0225
0002,ท่าวัด,130000027488,ตู้แช่ Upright Freezer SNR-0503
0002,ท่าวัด,130021004320,ตู้แช่ฝาทึบ Chest Freezer SCF-0275 / SNH-0265
0004,ท่าเรือ,130000015149,ตู้แช่ฝาทึบ Chest Freezer SCF-0275
0004,ท่าเรือ,130023005796,ตู้แช่ Upright Freezer 6 Step SNR-0505
0004,ท่าเรือ,130023009611,ตู้แช่ Counter Chiller SCR3-1207AR
0004,ท่าเรือ,130023017589,"เครื่องปรับอากาศ Hitachi RPFC-B42TNT2NH 42,000 BTU"
0004,ท่าเรือ,130023017590,"เครื่องปรับอากาศ Hitachi RPFC-B42TNT2NH 42,000 BTU"
0004,ท่าเรือ,130023017591,"เครื่องปรับอากาศ Hitachi RPFC-B42TNT2NH 42,000 BTU"
0004,ท่าเรือ,130023017592,"เครื่องปรับอากาศ Hitachi RPFC-B42TNT2NH 42,000 BTU"
0004,ท่าเรือ,130023017593,"เครื่องปรับอากาศ Hitachi RPFC-B42TNT2NH 42,000 BTU"
0004,ท่าเรือ,130023017594,"เครื่องปรับอากาศ Hitachi RPFC-B42TNT2NH 42,000 BTU"
0004,ท่าเรือ,131000013957,ตู้ OPEN TYPE รุ่น OS 6 DRA
0004,ท่าเรือ,131000013959,"ตู้แช่ 3ประตู รุ่น ""DINO""Temp+2+6"
0004,ท่าเรือ,131000013960,"ตู้แช่ 2 ประตู รุ่น ""DINO""Temp+20--22"
0004,ท่าเรือ,131000015378,"ตู้แช่ 3ประตู รุ่น ""DINO""Temp+2+6"
0004,ท่าเรือ,320000004373,ตู้แช่น้ำแข็ง
0008,จอมบึง 1,130000014537,ตู้แช่ Reach-in 3 Door SPM-1503
0008,จอมบึง 1,130000018627,"เครื่องปรับอากาศ CARRIER Ceiling Type 60,000 BTU"
0008,จอมบึง 1,130000018628,"เครื่องปรับอากาศ CARRIER Ceiling Type 60,000 BTU"
0008,จอมบึง 1,130000018629,"เครื่องปรับอากาศ CARRIER Ceiling Type 60,000 BTU"
0008,จอมบึง 1,130000018630,"เครื่องปรับอากาศ CARRIER Ceiling Type 60,000 BTU"
0008,จอมบึง 1,131000009126,ตู้แช่แข็งอาหารกล่อง(สต๊อก)
0008,จอมบึง 1,131000009135,ตู้แช่ฟิต (อาหารกล่อง)
0008,จอมบึง 1,131000017767,ตู้แช่ Open Showcase รุ่นSMO-1800
0008,จอมบึง 1,320000003107,ตู้แช่น้ำแข็ง
0013,สามพราน,130000009788,"เครื่องปรับอากาศ YORK 12,000 BTU"
0013,สามพราน,130000018632,"เครื่องปรับอากาศ CARRIER Ceiling Type 60,000 BTU"
0013,สามพราน,130000018633,"เครื่องปรับอากาศ CARRIER Ceiling Type 60,000 BTU"
0013,สามพราน,130000018634,"เครื่องปรับอากาศ CARRIER Ceiling Type 60,000 BTU"
0013,สามพราน,130023027870,ตู้แช่ Counter Chiller SCR3-1200i
0013,สามพราน,130023028063,ตู้แช่ Upright Freezer 6 Step SNR-0505
0013,สามพราน,130024000610,ตู้แช่ฝาทึบ Chest Freezer SCF-0275
0013,สามพราน,130024007816,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0013,สามพราน,130024007817,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0013,สามพราน,130024007818,ตู้แช่ OPEN SHOWCASE SMO-1900
0013,สามพราน,130024007819,CONDENSING UNIT R-404A SCROLL 2HP
0013,สามพราน,130024007819,Compressor-ตู้แช่
0013,สามพราน,130024007820,CONDENSING UNIT R-404A SCROLL 2HP
0013,สามพราน,130024007820,Compressor-ตู้แช่
0013,สามพราน,130024010870,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0013,สามพราน,320000001562,ตู้แช่น้ำแข็ง
0015,ห้วยพลู,130000009925,"เครื่องปรับอากาศ CARRIER 60,000 BTU"
0015,ห้วยพลู,130000009926,"เครื่องปรับอากาศ CARRIER 60,000 BTU"
0015,ห้วยพลู,130000009927,"เครื่องปรับอากาศ CARRIER 60,000 BTU"
0015,ห้วยพลู,130000009928,"เครื่องปรับอากาศ CARRIER 60,000 BTU"
0015,ห้วยพลู,130000009996,"เครื่องปรับอากาศ YORK 12,000 BTU"
0015,ห้วยพลู,130000021903,ตู้แช่ฝาทึบ Chest Freezer SCF-0275
0015,ห้วยพลู,130022010709,ตู้แช่ Upright Freezer SNR0503/SNR-0505
0015,ห้วยพลู,130022010710,ตู้แช่ Upright Freezer SNR0503/SNR-0505
0015,ห้วยพลู,130022013373,ตู้แช่ Counter Chiller SCR3-1207A
0015,ห้วยพลู,130022021531,ตู้แช่ OPEN SHOWCASE SMO-1900
0015,ห้วยพลู,130022021532,ตู้แช่ OPEN SHOWCASE SMO-1900
0015,ห้วยพลู,130022021533,CONDENSING UNIT R-404A DIGITAL 4HP
0015,ห้วยพลู,130022023832,ชั้นวางสินค้าห้อง Cold Room สาขาห้วยพลู
0015,ห้วยพลู,130022024514,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0015,ห้วยพลู,130022024515,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0015,ห้วยพลู,130023000701,ห้อง Cold Room ขนาด 6.7*2.0*2.2 ม.
0015,ห้วยพลู,130023000702,Door & Frame set - Cold Room
0015,ห้วยพลู,130023000703,Door & Frame set - Cold Room
0015,ห้วยพลู,130023000704,Door & Frame set - Cold Room
0015,ห้วยพลู,130023000705,Door & Frame set - Cold Room
0015,ห้วยพลู,130023000706,Door & Frame set - Cold Room
0015,ห้วยพลู,130023000707,Door & Frame set - Cold Room
0015,ห้วยพลู,130023000708,Door & Frame set - Cold Room
0015,ห้วยพลู,130023000709,Door & Frame set - Cold Room
0015,ห้วยพลู,130023000710,เครื่องทำความเย็น Evaporator TMD SLIM03(2.7kw)
0015,ห้วยพลู,130023000711,เครื่องทำความเย็น Evaporator TMD SLIM03(2.7kw)
0015,ห้วยพลู,130023000712,"CONDENSING ""MFC"" 42"
0015,ห้วยพลู,320000001633,ตู้แช่น้ำแข็ง
0016,ด่านช้าง 1,130000000644,แอร์ 40819 BTU รุ่น YORK
0016,ด่านช้าง 1,130000000645,แอร์ 40819 BTU รุ่น YORK
0016,ด่านช้าง 1,130000000744,แอร์ 40819 BTU รุ่น YORK
0016,ด่านช้าง 1,130000001092,แอร์ 40819 BTU รุ่น YORK
0016,ด่านช้าง 1,130000001214,แอร์ 40819 BTU รุ่น YORK
0016,ด่านช้าง 1,131000008208,ตู้แช่ฟิต (อาหารกล่อง)
0016,ด่านช้าง 1,131000009128,ตู้แช่แข็งอาหารกล่อง(สต๊อก)
0016,ด่านช้าง 1,131000017005,คอมเพรสเซอร์ ตู้แช่
0016,ด่านช้าง 1,131000026602,ตู้แช่ UPRIGHT OPENTYPE SHOWCASE 6 ft
0016,ด่านช้าง 1,320000006721,ตู้แช่น้ำแข็ง
0016,ด่านช้าง 1,320000006728,ตู้แช่สินค้า-ปิด 2 บาน
0016,ด่านช้าง 1,320000006729,ตู้แช่สินค้า-ปิด 3 บาน
0017,ดอนเจดีย์,130000003695,"แอร์ ขนาด60,000 BTU ยี่ห้อyork รุ่น Flcn 60-tc"
0017,ดอนเจดีย์,130000003696,"แอร์ ขนาด60,000 BTU ยี่ห้อyork รุ่น Flcn 60-tc"
0017,ดอนเจดีย์,130000003697,"แอร์ ขนาด60,000 BTU ยี่ห้อyork รุ่น Flcn 60-tc"
0017,ดอนเจดีย์,130000003698,"แอร์ ขนาด60,000 BTU ยี่ห้อyork รุ่น Flcn 60-tc"
0017,ดอนเจดีย์,130000003699,"แอร์ ขนาด60,000 BTU ยี่ห้อyork รุ่น Flcn 60-tc"
0017,ดอนเจดีย์,130000027663,ตู้แช่น้ำแข็ง Sliding glass door SNG-0225
0017,ดอนเจดีย์,130022013376,ตู้แช่ Counter Chiller SCR3-1207A
0017,ดอนเจดีย์,130022021519,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0017,ดอนเจดีย์,130022021520,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0017,ดอนเจดีย์,130022021521,ตู้แช่ REACHIN 2DOOR CHILLER SMC-1502
0017,ดอนเจดีย์,130022021522,ตู้แช่ OPEN SHOWCASE SMO-1900
0017,ดอนเจดีย์,130022021523,CONDENSING UNIT R-404A SCROLL 2.5HP
0017,ดอนเจดีย์,130022021524,CONDENSING UNIT R-404A SCROLL 2HP
0017,ดอนเจดีย์,130022025718,"เครื่องปรับอากาศ Hitachi RPFC-B42TNT2NH 42,000 BTU"
0017,ดอนเจดีย์,131000007732,ตู้แช่ฟิต (อาหารกล่อง)
0017,ดอนเจดีย์,131000022429,ตู้แช่ฝาทึบ Chest Freezer SCF-0275
0019,ด่านช้าง 2,130000016717,"เครื่องปรับอากาศ CARRIER CEILING TYPE 60,000 BTU"
0019,ด่านช้าง 2,130000016718,"เครื่องปรับอากาศ CARRIER CEILING TYPE 60,000 BTU"
0019,ด่านช้าง 2,130000016719,"เครื่องปรับอากาศ CARRIER CEILING TYPE 60,000 BTU"
0019,ด่านช้าง 2,130000016720,"เครื่องปรับอากาศ CARRIER CEILING TYPE 60,000 BTU"
0019,ด่านช้าง 2,130000016721,"เครื่องปรับอากาศ CARRIER CEILING TYPE 60,000 BTU"
0019,ด่านช้าง 2,130000027689,ตู้แช่ฝาทึบ Chest Freezer SNH-0265
0019,ด่านช้าง 2,130022013377,ตู้แช่ Counter Chiller SCR3-1207A
0019,ด่านช้าง 2,130022021525,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0019,ด่านช้าง 2,130022021526,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0019,ด่านช้าง 2,130022021527,ตู้แช่ REACHIN 2DOOR CHILLER SMC-1502
0019,ด่านช้าง 2,130022021528,ตู้แช่ OPEN SHOWCASE SMO-1900
0019,ด่านช้าง 2,130022021529,CONDENSING UNIT R-404A SCROLL 2.5HP
0019,ด่านช้าง 2,130022021530,CONDENSING UNIT R-404A SCROLL 2HP
0019,ด่านช้าง 2,131000009533,ตู้แช่ฟิต (อาหารกล่อง)
0019,ด่านช้าง 2,320000006771,ตู้แช่น้ำแข็ง
0020,อู่ทอง,130000003690,"แอร์ ขนาด60,000 BTU ยี่ห้อyork รุ่น Flcn 60-tc"
0020,อู่ทอง,130000003691,"แอร์ ขนาด60,000 BTU ยี่ห้อyork รุ่น Flcn 60-tc"
0020,อู่ทอง,130000003692,"แอร์ ขนาด60,000 BTU ยี่ห้อyork รุ่น Flcn 60-tc"
0020,อู่ทอง,130000003693,"แอร์ ขนาด60,000 BTU ยี่ห้อyork รุ่น Flcn 60-tc"
0020,อู่ทอง,130000003694,"แอร์ ขนาด60,000 BTU ยี่ห้อyork รุ่น Flcn 60-tc"
0020,อู่ทอง,130022019104,ตู้แช่ฝาทึบ Chest Freezer SCF-0275
0020,อู่ทอง,130023009638,ตู้แช่ Counter Chiller SCR3-1207AR
0020,อู่ทอง,130023018829,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0020,อู่ทอง,130023018830,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0020,อู่ทอง,130023018831,ตู้แช่ REACHIN 2DOOR CHILLER SMC-1502
0020,อู่ทอง,130023018832,ตู้แช่ OPEN SHOWCASE SMO-1900
0020,อู่ทอง,130023018833,CONDENSING UNIT R-404A SCROLL 2.5HP
0020,อู่ทอง,130023018833,Compressor-ตู้แช่
0020,อู่ทอง,130023018834,CONDENSING UNIT R-404A SCROLL 2HP
0020,อู่ทอง,130023018834,Compressor-ตู้แช่
0020,อู่ทอง,130024018146,ตู้แช่ Upright Freezer 6 Step SNR-0505
0020,อู่ทอง,320000006326,ตู้แช่น้ำแข็ง
0021,ท่าช้าง,130000013957,"เครื่องปรับอากาศ YORK YIFFXC040BANFA 40,944 BTU"
0021,ท่าช้าง,130000015680,ตู้แช่ฝาทึบ Chest Freezer SCF-0275
0021,ท่าช้าง,130000026617,เครื่องปรับอากาศ HITACHI รุ่น RPFC-B42TNT2NH
0021,ท่าช้าง,130022009676,"เครื่องปรับอากาศ HITACHI RPFCB42TNT2NH 42,000 BTU"
0021,ท่าช้าง,130022009677,"เครื่องปรับอากาศ HITACHI RPFCB42TNT2NH 42,000 BTU"
0021,ท่าช้าง,130022009678,"เครื่องปรับอากาศ HITACHI RPFCB42TNT2NH 42,000 BTU"
0021,ท่าช้าง,130022009679,"เครื่องปรับอากาศ HITACHI RPFCB42TNT2NH 42,000 BTU"
0021,ท่าช้าง,130023023969,ตู้แช่ Counter Chiller SCR3-1200i
0021,ท่าช้าง,130024001070,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0021,ท่าช้าง,130024001071,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0021,ท่าช้าง,130024001072,ตู้แช่ REACHIN 2DOOR CHILLER SMC-1502
0021,ท่าช้าง,130024001073,ตู้แช่ OPEN SHOWCASE SMO-1900
0021,ท่าช้าง,130024001074,CONDENSING UNIT R-404A SCROLL 2.5HP
0021,ท่าช้าง,130024001074,Compressor-ตู้แช่
0021,ท่าช้าง,130024001075,CONDENSING UNIT R-404A SCROLL 2HP
0021,ท่าช้าง,130024001075,Compressor-ตู้แช่
0021,ท่าช้าง,131000008207,ตู้แช่ฟิต (อาหารกล่อง)
0021,ท่าช้าง,320000006649,ตู้แช่น้ำแข็ง
0022,ทองผาภูมิ,130000019643,"เครื่องปรับอากาศ YORK รุ่น FLCN 60AVP 60,000BTU"
0022,ทองผาภูมิ,130000027808,ตู้แช่ Counter Chiller SCR3-1207AR
0022,ทองผาภูมิ,130000028168,ตู้แช่ Glass door showcase 3Door CHILLER
0022,ทองผาภูมิ,130000028355,ตู้แช่ Glass door showcase 2Door CHILLER
0022,ทองผาภูมิ,130000028567,ตู้แช่ UPRIGHT OPEN showCASE”Multidesk Open”L1875
0022,ทองผาภูมิ,130000028920,ตู้แช่ Upright Freezer (PLUG-IN) FLAMINGO
0022,ทองผาภูมิ,130000028921,ตู้แช่ Upright Freezer (PLUG-IN) FLAMINGO
0022,ทองผาภูมิ,130021000638,Remote condending OZBM-200-SB3
0022,ทองผาภูมิ,130021000639,Remote condending OZBM-200-SB3
0022,ทองผาภูมิ,130021001556,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0022,ทองผาภูมิ,130023017830,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0022,ทองผาภูมิ,130023017831,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0022,ทองผาภูมิ,130023017832,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0022,ทองผาภูมิ,130023017833,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0022,ทองผาภูมิ,320000004930,ตู้แช่น้ำแข็ง
0023,สวนแตง,130000011047,"เครื่องปรับอากาศ YORK 12,000 BTU"
0023,สวนแตง,130022006004,ตู้แช่ Upright Freezer SNR0503/SNR-0505
0023,สวนแตง,130022006005,ตู้แช่ Upright Freezer SNR0503/SNR-0505
0023,สวนแตง,130022006080,ตู้แช่ Counter Chiller SCR3-1207AR
0023,สวนแตง,130022009729,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0023,สวนแตง,130022009730,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0023,สวนแตง,130022009731,ตู้แช่ REACHIN 2DOOR CHILLER SMC-1502
0023,สวนแตง,130022009732,ตู้แช่ OPEN SHOWCASE SMO-1900
0023,สวนแตง,130022009733,CONDENSING UNIT R-404A SCROLL 2.5HP
0023,สวนแตง,130022009734,CONDENSING UNIT R-404A SCROLL 2HP
0023,สวนแตง,130022013072,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0023,สวนแตง,130022013073,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0023,สวนแตง,130022013074,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0023,สวนแตง,130022013075,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0023,สวนแตง,130022013076,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0023,สวนแตง,130024021319,ตู้แช่ฝาทึบ Chest Freezer SCF-0275
0023,สวนแตง,131000008209,ตู้แช่ฟิต (อาหารกล่อง)
0023,สวนแตง,131000017006,คอมเพรสเซอร์ ตู้แช่
0023,สวนแตง,320000005922,ตู้แช่น้ำแข็ง
0024,สามชุก,130000004455,"เครื่องปรับอากาศ YORK FLCN 60-TC 60,000BTU"
0024,สามชุก,130000004457,"เครื่องปรับอากาศ YORK FLCN 60-TC 60,000BTU"
0024,สามชุก,130000004458,"เครื่องปรับอากาศ YORK FLCN 60-TC 60,000BTU"
0024,สามชุก,130000004459,"เครื่องปรับอากาศ YORK FLCN 60-TC 60,000BTU"
0024,สามชุก,130000007823,"เครื่องปรับอากาศ YORK 12,000 BTU"
0024,สามชุก,130022013318,ตู้แช่ Counter Chiller SCR3-1207AR
0024,สามชุก,130022015819,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0024,สามชุก,130022015820,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0024,สามชุก,130022015821,ตู้แช่ REACHIN 2DOOR CHILLER SMC-1502
0024,สามชุก,130022015822,CONDENSING UNIT R-404A SCROLL 2.5HP
0024,สามชุก,130022016299,"ตู้แช่ UPRIGHT OPEN SHOWCASE ""OASIS 6"" 6ft, R404A"
0024,สามชุก,130022016301,"CONDENSING UNIT ""MOZART"" 223"
0024,สามชุก,130023019948,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0024,สามชุก,130025008367,"เครื่องปรับอากาศ CARRIER 38TGF0401A3 ขนาด 40,200 B"
0024,สามชุก,130025008368,"เครื่องปรับอากาศ CARRIER 38TGF0401A3 ขนาด 40,200 B"
0024,สามชุก,130025008369,"เครื่องปรับอากาศ CARRIER 38TGF0401A3 ขนาด 40,200 B"
0024,สามชุก,130025008370,"เครื่องปรับอากาศ CARRIER 38TGF0401A3 ขนาด 40,200 B"
0024,สามชุก,130025008371,"เครื่องปรับอากาศ CARRIER 38TGF0401A3 ขนาด 40,200 B"
0024,สามชุก,131000008594,ตู้แช่ฟิต (อาหารกล่อง)
0024,สามชุก,131000021753,ตู้แช่ฝาทึบ Chest Freezer SNH-0265
0024,สามชุก,320000006465,ตู้แช่น้ำแข็ง
0025,ดำเนินสะดวก 1,130000016412,ตู้แช่ฝาทึบ Chest Freezer SCF-0275
0025,ดำเนินสะดวก 1,130022010422,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0025,ดำเนินสะดวก 1,130022010423,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0025,ดำเนินสะดวก 1,130022010424,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0025,ดำเนินสะดวก 1,130022010425,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0025,ดำเนินสะดวก 1,130022010426,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0025,ดำเนินสะดวก 1,130022010427,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0025,ดำเนินสะดวก 1,130022010428,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0025,ดำเนินสะดวก 1,130023002976,ตู้แช่ Upright Freezer 6 Step SNR-0505
0025,ดำเนินสะดวก 1,130023005511,ตู้แช่ Counter Chiller SCR3-1207AR
0025,ดำเนินสะดวก 1,130023015371,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0025,ดำเนินสะดวก 1,130023015372,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0025,ดำเนินสะดวก 1,130023015373,ตู้แช่ REACHIN 2DOOR CHILLER SMC-1502
0025,ดำเนินสะดวก 1,130023015374,ตู้แช่ OPEN SHOWCASE SMO-1900
0025,ดำเนินสะดวก 1,130023015375,ตู้แช่ OPEN SHOWCASE SMO-1900
0025,ดำเนินสะดวก 1,130023015376,CONDENSING UNIT R-404A SCROLL 2.5HP
0025,ดำเนินสะดวก 1,130023015376,Compressor-ตู้แช่
0025,ดำเนินสะดวก 1,130023015377,CONDENSING UNIT R-404A DIGITAL 4HP
0025,ดำเนินสะดวก 1,130023015377,Compressor-ตู้แช่
0025,ดำเนินสะดวก 1,320000002998,ตู้แช่น้ำแข็ง
0028,ท่าพี่เลี้ยง,130000004453,"เครื่องปรับอากาศ YORK FLCN 60-TC 60,000BTU"
0028,ท่าพี่เลี้ยง,130000004454,"เครื่องปรับอากาศ YORK FLCN 60-TC 60,000BTU"
0028,ท่าพี่เลี้ยง,130022013317,ตู้แช่ Counter Chiller SCR3-1207AR
0028,ท่าพี่เลี้ยง,130022016285,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0028,ท่าพี่เลี้ยง,130022016286,ตู้แช่ REACHIN 3DOOR CHILLER SMC-2003
0028,ท่าพี่เลี้ยง,130022016287,ตู้แช่ REACHIN 2DOOR CHILLER SMC-1502
0028,ท่าพี่เลี้ยง,130022016288,CONDENSING UNIT R-404A SCROLL 2.5HP
0028,ท่าพี่เลี้ยง,130022016289,"ตู้แช่ UPRIGHT OPEN SHOWCASE ""OASIS 6"" 6ft, R404A"
0028,ท่าพี่เลี้ยง,130022016290,"ตู้แช่ UPRIGHT OPEN SHOWCASE ""OASIS 6"" 6ft, R404A"
0028,ท่าพี่เลี้ยง,130022016291,"CONDENSING UNIT ""MOZART"" 223"
0028,ท่าพี่เลี้ยง,130022017131,"เครื่องปรับอากาศ Carrier 38TSAA010/42TSA 9,000 BTU"
0028,ท่าพี่เลี้ยง,130023009711,ตู้แช่ฝาทึบ Chest Freezer SCF-0275
0028,ท่าพี่เลี้ยง,130023010922,"เครื่องปรับอากาศ YORK FLCNGOAVP 60,000 BTU"
0028,ท่าพี่เลี้ยง,130023010923,"เครื่องปรับอากาศ YORK FLCNGOAVP 60,000 BTU"
0028,ท่าพี่เลี้ยง,131000007733,ตู้แช่ฟิต (อาหารกล่อง)
0028,ท่าพี่เลี้ยง,320000006172,ตู้แช่น้ำแข็ง
0029,เจดีย์หัก,130021010444,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0029,เจดีย์หัก,130021010445,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0029,เจดีย์หัก,130021010446,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0029,เจดีย์หัก,130021010447,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0029,เจดีย์หัก,130021010448,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0029,เจดีย์หัก,130022010708,ตู้แช่ Upright Freezer SNR0503/SNR-0505
0029,เจดีย์หัก,130022013372,ตู้แช่ Counter Chiller SCR3-1207A
0029,เจดีย์หัก,130022021455,ตู้แช่ OPEN SHOWCASE SMO-1900
0029,เจดีย์หัก,130022021456,ตู้แช่ OPEN SHOWCASE SMO-1900
0029,เจดีย์หัก,130022021457,CONDENSING UNIT R-404A DIGITAL 4HP
0029,เจดีย์หัก,130022021582,ห้อง Cold Room ขนาด 6.7*2.0*2.2 ม.
0029,เจดีย์หัก,130022021583,Door & Frame set - Cold Room
0029,เจดีย์หัก,130022021584,Door & Frame set - Cold Room
0029,เจดีย์หัก,130022021585,Door & Frame set - Cold Room
0029,เจดีย์หัก,130022021586,Door & Frame set - Cold Room
0029,เจดีย์หัก,130022021587,Door & Frame set - Cold Room
0029,เจดีย์หัก,130022021588,Door & Frame set - Cold Room
0029,เจดีย์หัก,130022021589,Door & Frame set - Cold Room
0029,เจดีย์หัก,130022021590,Door & Frame set - Cold Room
0029,เจดีย์หัก,130022021591,เครื่องทำความเย็น Evaporator TMD SLIM03(2.7kw)
0029,เจดีย์หัก,130022021592,เครื่องทำความเย็น Evaporator TMD SLIM03(2.7kw)
0029,เจดีย์หัก,130022021593,"CONDENSING ""MFC"" 42"
0029,เจดีย์หัก,130022023831,ชั้นวางสินค้าห้อง Cold Room สาขาเจดีย์หัก
0029,เจดีย์หัก,131000009127,ตู้แช่แข็งอาหารกล่อง(สต๊อก)
0029,เจดีย์หัก,131000009136,ตู้แช่ฟิต (อาหารกล่อง)
0029,เจดีย์หัก,320000002093,ตู้แช่น้ำแข็ง
0030,จอมบึง 2,130000027785,ตู้แช่ Counter Chiller SCR3-1207AR
0030,จอมบึง 2,130000030772,ตู้แช่ Glass door showcase 3Door CHILLER
0030,จอมบึง 2,130000030773,ตู้แช่ Glass door showcase 3Door CHILLER
0030,จอมบึง 2,130000030774,Remote condending OZBM-0200-SB3
0030,จอมบึง 2,130000030775,ตู้แช่ UPRIGHT OPEN showCASE”Multidesk Open”
0030,จอมบึง 2,130000030776,Remote condending OZBM-0200-SB3
0030,จอมบึง 2,130000030777,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0030,จอมบึง 2,130000030778,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0030,จอมบึง 2,130000030779,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0030,จอมบึง 2,130000030780,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0030,จอมบึง 2,130000030781,"เครื่องปรับอากาศ YORK FLCN60AVP 60,000 BTU"
0030,จอมบึง 2,130023005734,ตู้แช่ Upright Freezer 6 Step SNR-0505
0030,จอมบึง 2,130024014255,ตู้แช่แข็งฝากระจก Fresher รุ่น FCG-551V
0030,จอมบึง 2,131000007492,ตู้แช่แข็งอาหารกล่อง(สต๊อก)
0030,จอมบึง 2,320000003211,ตู้แช่น้ำแข็ง
0034,สังขละ,130000021799,ตู้แช่ Counter Chiller SCR3-1207AR
0034,สังขละ,130000023104,ตู้แช่ Glass door showcase 3Door CHILLER
0034,สังขละ,130000023105,ตู้แช่ Glass door showcase 3Door CHILLER
0034,สังขละ,130000023106,ตู้แช่ Glass door showcase 2Door CHILLER
0034,สังขละ,130000023107,"Remote condending ""CZB400"""
0034,สังขละ,130000023108,ตู้แช่ UPRIGHT OPEN showCASE”Multidesk Open”
0034,สังขละ,130000023109,"Remote condending ""CZB200"""
0034,สังขละ,130000023110,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0034,สังขละ,130000023111,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0034,สังขละ,130000023112,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0034,สังขละ,130000023113,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0034,สังขละ,130000023114,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0034,สังขละ,130000023115,"เครื่องปรับอากาศ HITACHI RPFC-B42TNT2NH 42,000 BTU"
0034,สังขละ,130000027483,ตู้แช่ Upright Freezer SNR-0503
