asset_no,warranty_start,warranty_expire,warranty_months
130021011527,2021-12-20,2022-12-20,12
130021011528,2021-12-20,2022-12-20,12
130021011553,2021-12-20,2026-12-20,61
130021011554,2021-12-20,2026-12-20,61
130021011555,2021-12-20,2026-12-20,61
130021011556,2021-12-20,2026-12-20,61
130021011557,2021-12-20,2026-12-20,61
130021011558,2021-12-20,2026-12-20,61
130021011560,2021-12-20,2022-12-20,12
130021011561,2021-12-20,2022-12-20,12
130021011562,2021-12-20,2022-12-20,12
130021011563,2021-12-20,2022-12-20,12
130021011564,2021-12-20,2022-12-20,12
130021011565,2021-12-20,2022-12-20,12
130021011566,2021-12-20,2022-12-20,12
130021011591,2021-12-20,2026-12-20,61
130021011592,2021-12-20,2026-12-20,61
130021011593,2021-12-20,2026-12-20,61
130021011594,2021-12-20,2026-12-20,61
130021011595,2021-12-20,2026-12-20,61
130021011596,2021-12-20,2026-12-20,61
130021011599,2021-12-14,2022-12-14,12
130021011600,2021-12-14,2022-12-14,12
130021011601,2021-12-14,2022-12-14,12
130021011602,2021-12-14,2022-12-14,12
130021011603,2021-12-14,2022-12-14,12
130021011604,2021-12-14,2022-12-14,12
130021011605,2021-12-14,2022-12-14,12
130021011620,2021-12-13,2026-12-13,61
130021011621,2021-12-13,2026-12-13,61
130021011622,2021-12-13,2026-12-13,61
130021011623,2021-12-13,2026-12-13,61
130021011624,2021-12-13,2026-12-13,61
130021011625,2021-12-13,2026-12-13,61
130021011627,2021-12-20,2022-12-20,12
130021011628,2021-12-20,2022-12-20,12
130021011629,2021-12-20,2022-12-20,12
130021011630,2021-12-20,2022-12-20,12
130021011631,2021-12-20,2022-12-20,12
130021011632,2021-12-20,2022-12-20,12
130021011633,2021-12-20,2022-12-20,12
130021011638,2022-08-21,2023-08-21,12
130021011644,2022-08-21,2023-08-21,12
130021011646,2022-08-21,2023-08-21,12
130021011658,2021-12-20,2026-12-20,61
130021011659,2021-12-20,2026-12-20,61
130021011660,2021-12-20,2026-12-20,61
130021011661,2021-12-20,2026-12-20,61
130021011662,2021-12-20,2026-12-20,61
130021011663,2021-12-20,2026-12-20,61
130021011754,2021-12-17,2022-12-17,12
130021011755,2021-12-17,2022-12-17,12
130021011756,2021-12-17,2022-12-17,12
130021011757,2021-12-17,2022-12-17,12
130021011758,2021-12-17,2022-12-17,12
130021011759,2021-12-17,2022-12-17,12
130021011760,2021-12-17,2022-12-17,12
130021011785,2021-12-17,2026-12-17,61
130021011786,2021-12-17,2026-12-17,61
130021011787,2021-12-17,2026-12-17,61
130021011788,2021-12-17,2026-12-17,61
130021011789,2021-12-17,2026-12-17,61
130021011790,2021-12-17,2026-12-17,61
130021011816,2021-12-17,2026-12-17,61
130021011817,2021-12-17,2026-12-17,61
130021011818,2021-12-17,2026-12-17,61
130021011819,2021-12-17,2026-12-17,61
130021011820,2021-12-17,2026-12-17,61
130021011828,2021-12-20,2026-12-20,61
130021011829,2021-12-20,2026-12-20,61
130021011854,2021-12-13,2026-12-13,61
130021011855,2021-12-13,2026-12-13,61
130021011856,2021-12-13,2026-12-13,61
130021011857,2021-12-13,2026-12-13,61
130021011858,2021-12-13,2026-12-13,61
130021011859,2021-12-13,2026-12-13,61
130021011863,2021-12-17,2022-12-17,12
130021011864,2021-12-17,2022-12-17,12
130021011865,2021-12-17,2022-12-17,12
130021011866,2021-12-17,2022-12-17,12
130021011912,2021-12-10,2022-12-10,12
130021011913,2021-12-10,2022-12-10,12
130021011915,2021-12-17,2026-12-17,61
130021011917,2021-12-14,2022-12-14,12
130021011918,2021-12-14,2022-12-14,12
130021011919,2021-12-14,2022-12-14,12
130021011920,2021-12-14,2022-12-14,12
130021011921,2021-12-14,2022-12-14,12
130021011922,2021-12-14,2022-12-14,12
130021011923,2021-12-14,2022-12-14,12
130021011924,2021-12-14,2022-12-14,12
130021011950,2021-12-14,2026-12-14,61
130021011951,2021-12-14,2026-12-14,61
130021011952,2021-12-14,2026-12-14,61
130021011953,2021-12-14,2026-12-14,61
130021011954,2021-12-14,2026-12-14,61
130021011955,2021-12-14,2026-12-14,61
130021011956,2021-12-14,2026-12-14,61
130021011958,2021-12-16,2022-12-16,12
130021011959,2021-12-16,2022-12-16,12
130021011960,2021-12-16,2022-12-16,12
130021011961,2021-12-16,2022-12-16,12
130021011962,2021-12-16,2022-12-16,12
130021011963,2021-12-16,2022-12-16,12
130021011964,2021-12-16,2022-12-16,12
130021011989,2021-12-16,2026-12-16,61
130021011990,2021-12-16,2026-12-16,61
130021011991,2021-12-16,2026-12-16,61
130021011992,2021-12-16,2026-12-16,61
130021011993,2021-12-16,2026-12-16,61
130021011994,2021-12-16,2026-12-16,61
130021011996,2021-12-20,2022-12-20,12
130021011997,2021-12-20,2022-12-20,12
130021011998,2021-12-20,2022-12-20,12
130021011999,2021-12-20,2022-12-20,12
130021012000,2021-12-20,2022-12-20,12
130021012001,2021-12-20,2022-12-20,12
130021012002,2021-12-20,2022-12-20,12
130021012027,2021-12-20,2026-12-20,61
130021012028,2021-12-20,2026-12-20,61
130021012029,2021-12-20,2026-12-20,61
130021012030,2021-12-20,2026-12-20,61
130021012031,2021-12-20,2026-12-20,61
130021012032,2021-12-20,2026-12-20,61
130021012034,2021-12-16,2022-12-16,12
130021012035,2021-12-16,2022-12-16,12
130021012036,2021-12-16,2022-12-16,12
130021012037,2021-12-16,2022-12-16,12
130021012038,2021-12-16,2022-12-16,12
130021012039,2021-12-16,2022-12-16,12
130021012040,2021-12-16,2022-12-16,12
130021012041,2021-12-16,2022-12-16,12
130021012042,2021-12-16,2022-12-16,12
130021012067,2021-12-16,2026-12-16,61
130021012068,2021-12-16,2026-12-16,61
130021012070,2021-12-13,2022-12-13,12
130021012071,2021-12-13,2022-12-13,12
130021012072,2021-12-13,2022-12-13,12
130021012073,2021-12-13,2022-12-13,12
130021012074,2021-12-13,2022-12-13,12
130021012075,2021-12-13,2022-12-13,12
130021012076,2021-12-13,2022-12-13,12
130021012077,2021-12-13,2022-12-13,12
130021012102,2021-12-20,2026-12-20,61
130021012103,2021-12-20,2026-12-20,61
130021012104,2021-12-20,2026-12-20,61
130021012105,2021-12-20,2026-12-20,61
130021012106,2021-12-20,2026-12-20,61
130021012107,2021-12-20,2026-12-20,61
130021012108,2021-12-20,2026-12-20,61
130021012110,2021-12-20,2022-12-20,12
130021012111,2021-12-20,2022-12-20,12
130021012112,2021-12-20,2022-12-20,12
130021012113,2021-12-20,2023-12-20,24
130021012114,2021-12-20,2022-12-20,12
130021012115,2021-12-20,2022-12-20,12
130021012116,2021-12-20,2022-12-20,12
130021012117,2021-12-20,2022-12-20,12
130021012118,2021-12-20,2022-12-20,12
130021012143,2021-12-21,2026-12-21,61
130021012144,2021-12-21,2026-12-21,61
130021012145,2021-12-21,2026-12-21,61
130021012146,2021-12-21,2026-12-21,61
130021012147,2021-12-21,2026-12-21,61
130021012148,2021-12-21,2026-12-21,61
130021012150,2021-12-24,2022-12-24,12
130021012151,2021-12-24,2022-12-24,12
130021012152,2021-12-24,2022-12-24,12
130021012153,2021-12-24,2022-12-24,12
130021012154,2021-12-24,2022-12-24,12
130021012155,2021-12-24,2022-12-24,12
130021012156,2021-12-24,2022-12-24,12
130021012181,2021-12-21,2026-12-21,61
130021012182,2021-12-21,2026-12-21,61
130021012183,2021-12-21,2026-12-21,61
130021012184,2021-12-21,2026-12-21,61
130021012185,2021-12-21,2026-12-21,61
130021012186,2022-08-21,2023-08-21,12
130021012189,2021-12-20,2022-12-20,12
130021012190,2021-12-20,2022-12-20,12
130021012194,2021-12-23,2026-12-23,61
130021012195,2021-12-23,2026-12-23,61
130021012196,2021-12-23,2026-12-23,61
130021012197,2021-12-23,2026-12-23,61
130021012198,2021-12-23,2026-12-23,61
130021012199,2021-12-27,2026-12-27,61
130021012200,2021-12-27,2026-12-27,61
130021012201,2021-12-27,2026-12-27,61
130021012202,2021-12-27,2026-12-27,61
130021012203,2021-12-27,2026-12-27,61
130021012204,2021-12-23,2026-12-23,61
130021012205,2021-12-23,2026-12-23,61
130021012206,2021-12-23,2026-12-23,61
130021012207,2021-12-13,2022-12-13,12
130021012208,2021-12-17,2022-12-17,12
130021012209,2021-12-17,2023-12-17,24
130021012210,2021-12-17,2022-12-17,12
130021012211,2021-12-17,2022-12-17,12
130021012212,2021-12-17,2022-12-17,12
130021012213,2021-12-17,2022-12-17,12
130021012214,2021-12-17,2022-12-17,12
130021012215,2021-12-17,2022-12-17,12
130021012216,2021-12-17,2022-12-17,12
130021012503,2021-12-10,2026-12-10,61
130021012537,2021-12-16,2026-12-16,61
130021012538,2021-12-16,2026-12-16,61
130021012539,2021-12-16,2026-12-16,61
130021012540,2021-12-16,2026-12-16,61
130021012541,2021-12-16,2026-12-16,61
130021012552,2022-08-21,2023-08-21,12
130021012553,2022-08-21,2023-08-21,12
130021012554,2022-08-21,2023-08-21,12
130021012555,2022-08-22,2023-08-22,12
130021012556,2022-08-22,2023-08-22,12
130021012557,2022-08-22,2023-08-22,12
130021012558,2022-08-30,2023-08-30,12
130021012559,2022-08-30,2023-08-30,12
130021012560,2022-09-02,2023-09-02,12
130021012561,2022-09-14,2023-09-14,12
130021012562,2022-09-06,2023-09-06,12
130021012563,2022-10-23,2023-10-23,12
130021012564,2022-09-07,2023-09-07,12
130021012565,2022-09-13,2023-09-13,12
130021012566,2022-09-15,2023-09-15,12
130021012567,2022-09-12,2023-09-12,12
130021012568,2022-09-02,2023-09-02,12
130021012569,2022-09-16,2023-09-16,12
130021012570,2022-09-15,2023-09-15,12
130021012594,2021-12-20,2022-12-20,12
130021012595,2021-12-20,2022-12-20,12
130021012644,2022-01-01,2023-01-01,12
130021012759,2022-01-24,2023-01-24,12
130021012760,2022-01-24,2023-01-24,12
130021012761,2022-01-24,2023-01-24,12
130021012762,2022-01-24,2023-01-24,12
130021012763,2022-01-24,2023-01-24,12
130021012764,2022-01-24,2023-01-24,12
130021012765,2022-01-24,2023-01-24,12
130021012791,2022-01-24,2034-01-24,144
130021012792,2022-01-24,2034-01-24,144
130021012793,2022-01-24,2034-01-24,144
130021012794,2022-01-24,2034-01-24,144
130021012795,2022-01-24,2034-01-24,144
130021012796,2022-01-24,2034-01-24,144
130021012802,2021-12-22,2026-12-22,61
130022000001,2022-01-23,2023-01-23,12
130022000002,2022-01-23,2023-01-23,12
130022000003,2022-01-23,2023-01-23,12
130022000004,2022-01-23,2023-01-23,12
130022000005,2022-01-23,2023-01-23,12
130022000006,2022-01-23,2023-01-23,12
130022000007,2022-01-23,2023-01-23,12
130022000031,2022-01-23,2034-01-23,144
130022000032,2022-01-23,2034-01-23,144
130022000033,2022-01-23,2034-01-23,144
130022000034,2022-01-23,2034-01-23,144
130022000035,2022-01-23,2034-01-23,144
130022000036,2022-01-23,2034-01-23,144
130022000038,2022-01-24,2023-01-24,12
130022000039,2022-01-24,2023-01-24,12
130022000040,2022-01-24,2023-01-24,12
130022000041,2022-01-24,2023-01-24,12
130022000042,2022-01-24,2023-01-24,12
130022000043,2022-01-24,2023-01-24,12
130022000044,2022-01-24,2023-01-24,12
130022000068,2022-01-24,2034-01-24,144
130022000069,2022-01-24,2034-01-24,144
130022000070,2022-01-24,2034-01-24,144
130022000071,2022-01-24,2034-01-24,144
130022000072,2022-01-24,2034-01-24,144
130022000073,2022-01-24,2034-01-24,144
130022000120,2021-12-22,2026-12-22,61
130022000124,2022-01-24,2023-01-24,12
130022000125,2022-01-24,2023-01-24,12
130022000126,2022-01-24,2023-01-24,12
130022000127,2022-01-24,2023-01-24,12
130022000128,2022-01-24,2023-01-24,12
130022000129,2022-01-24,2023-01-24,12
130022000130,2022-01-24,2023-01-24,12
130022000153,2022-01-24,2034-01-24,144
130022000154,2022-01-24,2034-01-24,144
130022000155,2022-01-24,2034-01-24,144
130022000156,2022-01-24,2034-01-24,144
130022000157,2022-01-24,2034-01-24,144
130022000158,2022-01-24,2034-01-24,144
130022000172,2022-01-25,2023-01-25,12
130022000173,2022-01-25,2023-01-25,12
130022000174,2022-01-25,2023-01-25,12
130022000175,2022-01-25,2023-01-25,12
130022000176,2022-01-25,2023-01-25,12
130022000177,2022-01-25,2023-01-25,12
130022000201,2022-01-25,2034-01-25,144
130022000202,2022-01-25,2034-01-25,144
130022000203,2022-01-25,2034-01-25,144
130022000204,2022-01-25,2034-01-25,144
130022000205,2022-01-25,2034-01-25,144
130022000206,2022-01-25,2034-01-25,144
130022000208,2022-01-21,2023-01-21,12
130022000209,2022-01-21,2023-01-21,12
130022000210,2022-01-21,2023-01-21,12
130022000211,2022-01-21,2023-01-21,12
130022000212,2022-01-21,2023-01-21,12
130022000213,2022-01-21,2023-01-21,12
130022000214,2022-01-21,2023-01-21,12
130022000237,2022-01-21,2034-01-21,144
130022000238,2022-01-21,2034-01-21,144
130022000239,2022-01-21,2034-01-21,144
130022000240,2022-01-21,2034-01-21,144
130022000241,2022-01-21,2034-01-21,144
130022000242,2022-01-21,2034-01-21,144
130022000247,2022-01-25,2023-01-25,12
130022000248,2022-01-25,2023-01-25,12
130022000250,2022-01-25,2023-01-25,12
130022000273,2022-01-25,2034-01-25,144
130022000274,2022-01-25,2034-01-25,144
130022000275,2022-01-25,2034-01-25,144
130022000276,2022-01-25,2034-01-25,144
130022000277,2022-01-25,2034-01-25,144
130022000278,2022-01-25,2034-01-25,144
130022000571,2022-01-17,2034-01-17,144
130022000575,2022-01-25,2023-01-25,12
130022000576,2022-01-25,2023-01-25,12
130022000580,2022-01-27,2034-01-27,144
130022000587,2022-01-25,2023-01-25,12
130022000588,2022-01-25,2023-01-25,12
130022000589,2022-01-25,2023-01-25,12
130022000590,2022-01-25,2023-01-25,12
130022000591,2022-01-25,2023-01-25,12
130022000612,2022-01-25,2034-01-25,144
130022000613,2022-01-25,2034-01-25,144
130022000614,2022-01-25,2034-01-25,144
130022000615,2022-01-25,2034-01-25,144
130022000616,2022-01-25,2034-01-25,144
130022000617,2022-01-25,2034-01-25,144
130022000618,2022-01-25,2034-01-25,144
130022000623,2022-01-28,2023-01-28,12
130022000882,2022-01-20,2027-01-20,61
130022000883,2022-01-20,2027-01-20,61
130022000884,2022-01-20,2027-01-20,61
130022000885,2022-01-20,2027-01-20,61
130022000886,2022-01-20,2027-01-20,61
130022000887,2022-01-26,2027-01-26,61
130022000888,2022-01-26,2027-01-26,61
130022000889,2022-01-26,2027-01-26,61
130022000890,2022-01-26,2027-01-26,61
130022000891,2022-01-27,2027-01-27,61
130022000892,2022-01-27,2027-01-27,61
130022000893,2022-01-27,2027-01-27,61
130022001064,2022-02-03,2023-02-03,12
130022001065,2022-03-17,2023-03-17,12
130022001066,2022-03-17,2023-03-17,12
130022001067,2022-03-17,2023-03-17,12
130022001068,2022-03-17,2023-03-17,12
130022001069,2022-03-17,2023-03-17,12
130022001070,2022-03-17,2023-03-17,12
130022001073,2022-01-18,2023-01-18,12
130022001074,2022-01-18,2023-01-18,12
130022001075,2022-01-18,2023-01-18,12
130022001076,2022-01-18,2023-01-18,12
130022001077,2022-01-18,2023-01-18,12
130022001078,2022-01-18,2023-01-18,12
130022001093,2022-02-01,2023-02-01,12
130022001094,2022-02-01,2023-02-01,12
130022001095,2022-02-01,2023-02-01,12
130022001096,2022-02-01,2023-02-01,12
130022001097,2022-02-01,2023-02-01,12
130022001098,2022-02-01,2023-02-01,12
130022001099,2022-02-01,2023-02-01,12
130022001100,2022-02-01,2023-02-01,12
130022001101,2022-02-01,2023-02-01,12
130022001102,2022-02-01,2023-02-01,12
130022001103,2022-02-01,2023-02-01,12
130022001104,2022-02-01,2023-02-01,12
130022001105,2022-02-01,2023-02-01,12
130022001108,2022-02-10,2023-02-10,12
130022001109,2022-02-10,2023-02-10,12
130022001110,2022-02-10,2023-02-10,12
130022001111,2022-02-10,2023-02-10,12
130022001112,2022-02-10,2023-02-10,12
130022001113,2022-02-10,2023-02-10,12
130022001114,2022-02-10,2023-02-10,12
130022001120,2022-01-25,2034-01-25,144
130022001125,2022-03-28,2023-03-28,12
130022001126,2022-03-28,2023-03-28,12
130022001158,2022-02-05,2027-02-05,61
130022001171,2022-02-11,2027-02-11,61
130022001172,2022-02-11,2027-02-11,61
130022001197,2022-02-22,2034-02-22,144
130022001198,2022-02-22,2034-02-22,144
130022001199,2022-02-22,2034-02-22,144
130022001200,2022-02-22,2034-02-22,144
130022001201,2022-02-22,2034-02-22,144
130022001202,2022-02-22,2034-02-22,144
130022001227,2022-03-05,2034-03-05,144
130022001228,2022-03-05,2034-03-05,144
130022001229,2022-03-05,2034-03-05,144
130022001230,2022-03-05,2034-03-05,144
130022001231,2022-03-05,2034-03-05,144
130022001232,2022-03-05,2034-03-05,144
130022001235,2022-02-05,2027-02-05,61
130022001238,2022-01-25,2034-01-25,144
130022001264,2022-02-22,2034-02-22,144
130022001265,2022-02-22,2034-02-22,144
130022001266,2022-02-22,2034-02-22,144
130022001267,2022-02-22,2034-02-22,144
130022001268,2022-02-22,2034-02-22,144
130022001269,2022-02-22,2034-02-22,144
130022001303,2022-02-22,2034-02-22,144
130022001304,2022-02-22,2034-02-22,144
130022001305,2022-02-22,2034-02-22,144
130022001306,2022-02-22,2034-02-22,144
130022001307,2022-02-22,2034-02-22,144
130022001308,2022-02-22,2034-02-22,144
130022001333,2022-03-16,2034-03-16,144
130022001334,2022-03-16,2034-03-16,144
130022001335,2022-03-16,2034-03-16,144
130022001336,2022-03-16,2034-03-16,144
130022001337,2022-03-16,2034-03-16,144
130022001338,2022-03-16,2034-03-16,144
130022001351,2022-02-22,2023-02-22,12
130022001352,2022-02-22,2023-02-22,12
130022001353,2022-02-22,2023-02-22,12
130022001354,2022-02-22,2023-02-22,12
130022001355,2022-02-22,2023-02-22,12
130022001356,2022-02-22,2023-02-22,12
130022001357,2022-02-22,2023-02-22,12
130022001358,2022-02-21,2023-02-21,12
130022001359,2022-02-21,2023-02-21,12
130022001360,2022-02-21,2023-02-21,12
130022001361,2022-02-21,2023-02-21,12
130022001362,2022-02-21,2023-02-21,12
130022001363,2022-02-21,2023-02-21,12
130022001364,2022-02-21,2023-02-21,12
130022001365,2022-02-22,2023-02-22,12
130022001366,2022-02-22,2023-02-22,12
130022001367,2022-02-22,2023-02-22,12
130022001368,2022-02-22,2023-02-22,12
130022001369,2022-02-22,2023-02-22,12
130022001370,2022-02-22,2023-02-22,12
130022001371,2022-02-22,2023-02-22,12
130022001372,2022-03-05,2023-03-05,12
130022001373,2022-03-05,2023-03-05,12
130022001374,2022-03-05,2023-03-05,12
130022001375,2022-03-05,2023-03-05,12
130022001376,2022-03-05,2023-03-05,12
130022001377,2022-03-05,2023-03-05,12
130022001378,2022-03-05,2023-03-05,12
130022001379,2022-02-19,2023-02-19,12
130022001380,2022-02-19,2023-02-19,12
130022001381,2022-02-19,2023-02-19,12
130022001382,2022-02-19,2023-02-19,12
130022001383,2022-02-19,2023-02-19,12
130022001384,2022-02-19,2023-02-19,12
130022001385,2022-02-19,2023-02-19,12
130022001537,2022-03-19,2023-03-19,12
130022001539,2022-04-01,2023-04-01,12
130022001540,2022-03-03,2023-03-03,12
130022001541,2022-03-01,2023-03-01,12
130022001542,2022-03-01,2023-03-01,12
130022001543,2022-03-31,2023-03-31,12
130022001544,2022-03-31,2023-03-31,12
130022001644,2022-02-21,2034-02-21,144
130022001645,2022-02-21,2034-02-21,144
130022001646,2022-02-21,2034-02-21,144
130022001647,2022-02-21,2034-02-21,144
130022001648,2022-02-21,2034-02-21,144
130022001649,2022-02-21,2034-02-21,144
130022001699,2022-03-01,2023-03-01,12
130022001700,2022-03-01,2023-03-01,12
130022001701,2022-03-01,2023-03-01,12
130022001702,2022-03-01,2023-03-01,12
130022001703,2022-03-01,2023-03-01,12
130022001704,2022-03-01,2023-03-01,12
130022001705,2022-03-01,2023-03-01,12
130022001712,2022-03-16,2023-03-16,12
130022001713,2022-03-16,2023-03-16,12
130022001714,2022-03-16,2023-03-16,12
130022001715,2022-03-16,2023-03-16,12
130022001716,2022-03-16,2023-03-16,12
130022001718,2022-03-16,2023-03-16,12
130022001720,2022-03-16,2023-03-16,12
130022001721,2022-02-22,2023-02-22,12
130022001722,2022-02-22,2023-02-22,12
130022001723,2022-02-22,2023-02-22,12
130022001724,2022-02-22,2023-02-22,12
130022001725,2022-02-22,2023-02-22,12
130022001727,2022-02-22,2023-02-22,12
130022001729,2022-02-22,2023-02-22,12
130022001731,2022-02-28,2023-02-28,12
130022001732,2022-02-28,2023-02-28,12
130022001733,2022-02-28,2023-02-28,12
130022001734,2022-02-28,2023-02-28,12
130022001812,2022-03-17,2034-03-17,144
130022001813,2022-03-17,2034-03-17,144
130022001814,2022-03-17,2034-03-17,144
130022001815,2022-03-17,2034-03-17,144
130022001816,2022-03-17,2034-03-17,144
130022001817,2022-03-17,2034-03-17,144
130022001818,2022-02-22,2034-02-22,144
130022001819,2022-02-22,2034-02-22,144
130022001820,2022-02-22,2034-02-22,144
130022001821,2022-02-22,2034-02-22,144
130022001822,2022-02-22,2034-02-22,144
130022001823,2022-02-22,2034-02-22,144
130022001825,2022-02-22,2034-02-22,144
130022001826,2022-02-10,2034-02-10,144
130022001827,2022-02-10,2034-02-10,144
130022001828,2022-02-10,2034-02-10,144
130022001829,2022-02-10,2034-02-10,144
130022001830,2022-02-10,2034-02-10,144
130022001831,2022-02-10,2034-02-10,144
130022001832,2022-03-01,2034-03-01,144
130022001833,2022-03-01,2034-03-01,144
130022001834,2022-03-01,2034-03-01,144
130022001835,2022-03-01,2034-03-01,144
130022001836,2022-03-01,2034-03-01,144
130022001837,2022-03-01,2034-03-01,144
130022001838,2022-03-01,2034-03-01,144
130022001847,2022-03-08,2023-03-08,12
130022001848,2022-03-08,2023-03-08,12
130022001849,2022-03-08,2023-03-08,12
130022001850,2022-03-08,2023-03-08,12
130022001851,2022-03-08,2023-03-08,12
130022001852,2022-03-08,2023-03-08,12
130022001853,2022-03-08,2023-03-08,12
130022001972,2022-03-01,2023-03-01,12
130022001973,2022-03-01,2023-03-01,12
130022001974,2022-03-01,2023-03-01,12
130022001975,2022-03-01,2023-03-01,12
130022001976,2022-03-01,2023-03-01,12
130022002011,2022-03-23,2023-03-23,12
130022002090,2022-03-08,2034-03-08,144
130022002091,2022-03-08,2034-03-08,144
130022002092,2022-03-08,2034-03-08,144
130022002093,2022-03-08,2034-03-08,144
130022002094,2022-03-08,2034-03-08,144
130022002095,2022-03-08,2034-03-08,144
130022002096,2022-03-24,2034-03-24,144
130022002097,2022-03-24,2034-03-24,144
130022002098,2022-03-24,2034-03-24,144
130022002099,2022-03-24,2034-03-24,144
130022002100,2022-03-24,2034-03-24,144
130022002101,2022-03-24,2034-03-24,144
130022002102,2022-03-24,2034-03-24,144
130022002422,2022-03-30,2023-03-30,12
130022002423,2022-03-30,2023-03-30,12
130022002424,2022-03-30,2023-03-30,12
130022002425,2022-03-30,2023-03-30,12
130022002426,2022-03-30,2023-03-30,12
130022002427,2022-03-30,2023-03-30,12
130022002428,2022-03-30,2023-03-30,12
130022002429,2022-03-24,2023-03-24,12
130022002430,2022-03-24,2023-03-24,12
130022002431,2022-03-24,2023-03-24,12
130022002432,2022-03-24,2023-03-24,12
130022002433,2022-03-24,2023-03-24,12
130022002434,2022-03-24,2023-03-24,12
130022002435,2022-03-24,2023-03-24,12
130022002438,2022-03-01,2034-03-01,144
130022002439,2022-03-14,2034-03-14,144
130022002440,2022-03-04,2034-03-04,144
130022002441,2022-03-03,2034-03-03,144
130022002442,2022-03-01,2034-03-01,144
130022002443,2022-03-04,2034-03-04,144
130022002843,2022-03-28,2027-03-28,61
130022002844,2022-03-28,2027-03-28,61
130022002845,2022-03-28,2027-03-28,61
130022002846,2022-03-28,2027-03-28,61
130022002847,2022-03-28,2027-03-28,61
130022002848,2022-03-25,2027-03-25,61
130022002849,2022-03-25,2027-03-25,61
130022002850,2022-03-25,2027-03-25,61
130022002851,2022-03-28,2027-03-28,61
130022002852,2022-03-28,2027-03-28,61
130022002853,2022-03-28,2027-03-28,61
130022002854,2022-03-28,2027-03-28,61
130022002868,2022-04-26,2023-04-26,12
130022002869,2022-04-02,2023-04-02,12
130022002969,2022-03-25,2023-03-25,12
130022002970,2022-03-25,2023-03-25,12
130022002971,2022-03-25,2023-03-25,12
130022002972,2022-03-25,2023-03-25,12
130022002973,2022-03-25,2023-03-25,12
130022002974,2022-03-25,2023-03-25,12
130022002975,2022-03-25,2023-03-25,12
130022002977,2022-03-29,2023-03-29,12
130022002978,2022-04-23,2023-04-23,12
130022002979,2022-04-08,2023-04-08,12
130022002988,2022-03-22,2023-03-22,12
130022002989,2022-03-22,2023-03-22,12
130022002990,2022-03-22,2023-03-22,12
130022002991,2022-03-22,2023-03-22,12
130022002992,2022-03-22,2023-03-22,12
130022002993,2022-03-22,2023-03-22,12
130022003037,2022-05-12,2034-05-12,144
130022003064,2022-03-30,2034-03-30,144
130022003065,2022-03-30,2034-03-30,144
130022003066,2022-03-30,2034-03-30,144
130022003067,2022-03-30,2034-03-30,144
130022003068,2022-03-30,2034-03-30,144
130022003069,2022-03-30,2034-03-30,144
130022003074,2022-03-14,2034-03-14,144
130022003075,2022-03-30,2034-03-30,144
130022003123,2022-03-16,2034-03-16,144
130022003125,2022-04-30,2023-04-30,12
130022003126,2022-04-30,2023-04-30,12
130022003127,2022-04-30,2023-04-30,12
130022003143,2022-09-01,2027-09-01,61
130022003145,2022-05-23,2027-05-23,61
130022003166,2022-05-12,2034-05-12,144
130022003167,2022-05-12,2034-05-12,144
130022003168,2022-05-12,2034-05-12,144
130022003169,2022-05-12,2034-05-12,144
130022003170,2022-05-12,2034-05-12,144
130022003171,2022-05-12,2034-05-12,144
130022003261,2022-03-29,2034-03-29,144
130022003262,2022-03-25,2034-03-25,144
130022003263,2022-03-25,2034-03-25,144
130022003264,2022-03-25,2034-03-25,144
130022003265,2022-03-25,2034-03-25,144
130022003266,2022-03-25,2034-03-25,144
130022003267,2022-03-25,2034-03-25,144
130022003292,2022-04-28,2023-04-28,12
130022003293,2022-04-28,2023-04-28,12
130022003294,2022-04-28,2023-04-28,12
130022003295,2022-04-28,2023-04-28,12
130022003296,2022-04-28,2023-04-28,12
130022003297,2022-04-28,2023-04-28,12
130022003298,2022-04-28,2023-04-28,12
130022003299,2022-04-22,2023-04-22,12
130022003300,2022-04-22,2023-04-22,12
130022003301,2022-04-22,2023-04-22,12
130022003302,2022-04-22,2023-04-22,12
130022003303,2022-04-22,2023-04-22,12
130022003304,2022-04-22,2023-04-22,12
130022003305,2022-04-22,2023-04-22,12
130022003306,2022-04-19,2023-04-19,12
130022003307,2022-04-19,2023-04-19,12
130022003308,2022-04-19,2023-04-19,12
130022003309,2022-04-19,2023-04-19,12
130022003310,2022-04-19,2023-04-19,12
130022003311,2022-04-19,2023-04-19,12
130022003312,2022-04-19,2023-04-19,12
130022003334,2022-04-06,2023-04-06,12
130022003335,2022-04-06,2023-04-06,12
130022003336,2022-04-06,2023-04-06,12
130022003337,2022-04-06,2023-04-06,12
130022003338,2022-04-06,2023-04-06,12
130022003339,2022-04-06,2023-04-06,12
130022003340,2022-04-06,2023-04-06,12
130022003361,2022-06-01,2034-06-01,144
130022003456,2022-04-19,2023-04-19,12
130022003457,2022-03-20,2034-03-20,144
130022003458,2022-03-20,2034-03-20,144
130022003598,2022-03-28,2023-03-28,12
130022003599,2022-03-28,2023-03-28,12
130022003600,2022-03-24,2023-03-24,12
130022003601,2022-03-24,2023-03-24,12
130022003602,2022-03-24,2023-03-24,12
130022003603,2022-03-24,2023-03-24,12
130022003604,2022-03-24,2023-03-24,12
130022003605,2022-03-24,2023-03-24,12
130022003606,2022-03-28,2023-03-28,12
130022003607,2022-03-28,2023-03-28,12
130022003625,2022-03-28,2034-03-28,144
